http://factorybeta.preferati.com/leigh/index.html,0,0,0,0,0,1,0,0,0,2.730673042,0.271666756,1
http://mint.ocn.ne.jp,0,0,0,1,0,0,0,0,0,2.176185662,0.990870374,0
http://www.pluchinotta.gov.it:8291/-/?uid=abuse@ig.com.br,0,1,0,1,0,1,0,0,1,2.80080606,0.33900026,0
http://x2tbz.temp.swtest.ru/AtendimentoOnlineMaio/,0,0,0,1,0,0,0,0,1,2.609456853,0.391374991,0
http://www.pluchinotta.gov.it:8291/-/?uid=abuse@globo.com,0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
http://www.bazouroslawoffice.gr/en/index/acesspf/santandernet/login.do/tmp/aaf.htm,0,2,0,0,0,1,0,0,0,2.886116784,0.182727039,0
http://mobsantand.temp.swtest.ru/AtualizaMaio/,0,0,0,1,0,0,0,0,0,2.620506216,0.359372022,0
http://computecqtro.com/,0,0,0,0,0,0,0,0,0,2.159731616,1.077873972,0
http://linetrip.tk/c8fd7e3d6/signin.php,0,0,0,0,0,1,0,0,0,2.471838357,0.575712202,0
http://novobanconet1.jelastic.regruhosting.ru/,0,0,0,1,0,0,0,0,1,2.705131457,0.296495193,0
http://santander-solucoes.com/,0,0,1,0,0,0,0,0,0,2.535025162,0.306292639,0
https://stobblek.nl/cpanel/k/T/Y1.html,0,0,0,0,0,1,0,0,0,2.525673332,0.653385362,0
http://sarmawola.pl/signin/,0,0,0,0,0,0,0,0,0,2.491493722,0.485667531,1
http://bsteam.am/wp-includes/js/plupload/log/919ab/security/signin/,0,1,0,0,0,0,1,0,0,2.873426544,0.267719958,0
http://bestlight.gr/skin/frontend/default/modern/images/media/,0,1,0,0,0,0,0,0,0,2.75219803,0.173532031,0
http://emmanuelcoalitionforchange.com/temp/healthgov/index.php,0,1,0,0,0,1,0,0,0,2.723305524,0.300455206,0
http://portal.exito.tuyco.xyz/PortalTransaccional/login.aspx.html,0,1,0,1,0,1,0,0,0,2.704186659,0.484635205,0
http://www.idahotherapy.com/XM/X/DHL/pu1671ng971b92pjx4pdqajk.php?rand=13InboxLightaspxn.1774256418&fid&1252899642&fid.1&fav.1,0,2,0,0,0,1,0,0,0,3.007217696,0.505927571,0
http://www.idahotherapy.com/XM/X/DHL/index.php,0,0,0,0,0,1,0,0,0,2.64000332,0.529447476,0
http://www.avanta-acad.com.sg/admin/dee/login.jsp.htm,0,0,1,1,0,1,1,0,0,2.724073613,0.400396325,0
http://www.tinyurl.com/kbtetvp/,0,0,0,0,0,0,0,0,0,2.647665464,0.634012577,0
https://verification-accountsummary-required.com/webapps/2e15a/websrc,0,1,1,0,0,0,0,0,0,2.834807612,0.255040434,0
http://supporto-digitale.info/cartasi_email.html,0,0,1,0,0,1,0,0,0,2.659831798,0.236871916,0
http://liliforms.com/system/logs/.../owa/WebAdmin/Outlook+Web+App.htm,0,1,0,0,0,1,0,0,0,2.817130383,0.277342574,1
http://supporto-informatici.info/cartasi_email.html,0,0,1,0,0,1,0,0,0,2.579880458,0.331156825,1
http://www.transxxx.ru/media/media/www.dropbox.com/view.htm,0,1,0,0,0,1,0,0,0,2.726647319,0.656728676,0
http://flashoverart.com/slash/hotis/index.php,0,0,0,0,0,1,0,0,0,2.676587305,0.332250174,0
http://robashburn.com/g/ayo1/index.html,0,0,0,0,0,1,0,0,0,2.840564635,0.299623153,0
http://motivatetheweb.com/IWA/GD/index.php,0,0,0,0,0,1,0,0,0,2.589766588,0.524194536,0
http://bcol.barclaycard.co.uk.ecom.as2.initiallogon.do.x.49.y.35tc.qxbca23302.australianuniversity.com.au/cloudit/f410ac28c8c68f5c8a37811aad1ec985/verify-details.html,0,2,0,2,0,1,0,0,1,2.865502422,0.264184811,0
http://bcol.barclaycard.co.uk.ecom.as2.initiallogon.do.x.49.y.35tc.qxbca23302.australianuniversity.com.au/cloudit/f410ac28c8c68f5c8a37811aad1ec985/myBrky.html#http://www.barclays.co.uk/cs/Satellite?c=Info_C&amp;pagename=BarclaysOnline/BOPopUp&amp;cid=1242617571817,0,2,0,2,0,1,0,1,1,2.920158079,0.230992678,0
http://www.compracielo.online/,0,0,0,0,0,0,0,0,0,2.499064903,0.517244404,0
http://soonwing.com.my/wp-content/plugins/bb/0b7b29a734a1d5a15cb0287d7cd5605e/confirm.php,0,2,0,0,0,1,1,0,0,2.83955457,0.343833901,0
https://optimalhealthhealingsupplements.com/confirm.shtml,0,1,0,0,0,1,0,0,0,2.635800149,0.320460628,0
https://www.clinicadentalvalrestonsalud.es/ffd/documentsharepdfEN/documentsharepdffile/,0,2,0,0,0,0,0,0,0,2.795832388,0.180785292,0
http://www.sunsetofmysunrise.com/docs/home.php?17,0,0,0,0,0,1,0,0,0,2.650052705,0.415771313,1
http://bit.ly/2pD2nLt,0,0,0,0,0,0,0,0,0,2.031759219,1.056841845,0
http://fountainequities.com/wordpress/,0,0,0,0,0,0,0,0,0,2.707182704,0.292864939,0
http://www.amiba.ma/administrator/help/en-GB/css/impot/0c2b2cadcc46eea8654d3c3a2bc63854,0,2,0,0,0,0,0,0,0,2.692805881,0.35515146,0
